frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
60.96,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
61.57,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
62.18,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
62.80,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
63.43,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
64.07,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
64.71,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
65.35,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
66.01,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
66.67,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
67.33,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
68.01,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
68.69,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
69.37,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
70.07,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
70.77,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
71.48,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
72.19,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
72.91,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
73.64,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
74.38,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
75.12,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
75.87,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
76.63,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
77.40,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
78.17,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
78.95,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
79.74,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
80.54,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
81.35,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
82.16,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
82.98,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
83.81,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
84.65,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
85.50,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
86.35,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
87.22,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
88.09,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
88.97,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
89.86,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
90.76,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
91.66,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
92.58,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
93.51,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
94.44,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
95.39,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
96.34,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
97.30,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
98.28,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
99.26,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
100.25,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
101.25,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
102.27,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
103.29,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
104.32,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
105.37,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
106.42,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
107.48,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
108.56,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
109.64,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
110.74,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
111.85,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
112.97,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
114.10,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
115.24,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
116.39,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
117.55,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
118.73,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
119.92,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
121.12,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
122.33,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
123.55,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
124.79,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
126.03,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
127.29,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
128.57,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
129.85,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
131.15,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
132.46,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
133.79,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
135.12,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
136.48,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
137.84,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
139.22,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
140.61,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
142.02,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
143.44,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
144.87,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
146.32,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
147.78,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
149.26,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
150.75,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
152.26,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
153.78,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
155.32,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
156.88,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
158.44,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
160.03,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
161.63,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
163.24,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
164.88,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
166.53,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
168.19,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
169.87,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
171.57,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
173.29,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
175.02,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
176.77,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
178.54,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
180.32,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
182.13,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
183.95,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
185.79,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
187.65,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
189.52,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
191.42,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
193.33,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
195.27,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
197.22,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
199.19,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
201.18,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
203.19,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
205.23,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
207.28,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
209.35,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
211.44,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
213.56,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
215.69,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
217.85,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
220.03,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
222.23,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
224.45,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
226.70,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
228.96,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
231.25,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
233.57,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
235.90,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
238.26,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
240.64,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
243.05,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
245.48,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
247.93,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
250.41,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
252.92,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
255.45,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
258.00,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
260.58,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
263.19,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
265.82,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
268.48,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
271.16,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
273.87,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
276.61,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
279.38,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
282.17,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
284.99,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
287.84,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
290.72,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
293.63,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
296.57,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
299.53,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
302.53,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
305.55,-23.04,-13.30,-23.04,-13.30,13.30,-9.74,-9.74,-9.74
308.61,-23.01,-13.27,-23.01,-13.27,13.27,-9.74,-9.74,-9.74
311.69,-22.81,-13.07,-22.81,-13.07,13.07,-9.74,-9.74,-9.74
314.81,-22.60,-12.86,-22.60,-12.86,12.86,-9.74,-9.74,-9.74
317.96,-22.37,-12.63,-22.37,-12.63,12.63,-9.74,-9.74,-9.74
321.14,-22.12,-12.38,-22.12,-12.38,12.38,-9.74,-9.74,-9.74
324.35,-21.86,-12.12,-21.86,-12.12,12.12,-9.74,-9.74,-9.74
327.59,-21.62,-11.88,-21.62,-11.88,11.88,-9.74,-9.74,-9.74
330.87,-21.41,-11.67,-21.41,-11.67,11.67,-9.74,-9.74,-9.74
334.18,-21.25,-11.51,-21.25,-11.51,11.51,-9.74,-9.74,-9.74
337.52,-21.13,-11.39,-21.13,-11.39,11.39,-9.74,-9.74,-9.74
340.90,-21.05,-11.31,-21.05,-11.31,11.31,-9.74,-9.74,-9.74
344.30,-20.97,-11.23,-20.97,-11.23,11.23,-9.74,-9.74,-9.74
347.75,-20.90,-11.16,-20.90,-11.16,11.16,-9.74,-9.74,-9.74
351.23,-20.84,-11.10,-20.84,-11.10,11.10,-9.74,-9.74,-9.74
354.74,-20.80,-11.06,-20.80,-11.06,11.06,-9.74,-9.74,-9.74
358.28,-20.76,-11.02,-20.76,-11.02,11.02,-9.74,-9.74,-9.74
361.87,-20.72,-10.98,-20.72,-10.98,10.98,-9.74,-9.74,-9.74
365.49,-20.65,-10.91,-20.65,-10.91,10.91,-9.74,-9.74,-9.74
369.14,-20.55,-10.81,-20.55,-10.81,10.81,-9.74,-9.74,-9.74
372.83,-20.41,-10.67,-20.41,-10.67,10.67,-9.74,-9.74,-9.74
376.56,-20.23,-10.49,-20.23,-10.49,10.49,-9.74,-9.74,-9.74
380.33,-20.01,-10.28,-20.01,-10.28,10.28,-9.74,-9.74,-9.74
384.13,-19.75,-10.01,-19.75,-10.01,10.01,-9.74,-9.74,-9.74
387.97,-19.45,-9.71,-19.45,-9.71,9.71,-9.74,-9.74,-9.74
391.85,-19.14,-9.40,-19.14,-9.40,9.40,-9.74,-9.74,-9.74
395.77,-18.87,-9.13,-18.87,-9.13,9.13,-9.74,-9.74,-9.74
399.73,-18.62,-8.89,-18.62,-8.89,8.89,-9.74,-9.74,-9.74
403.72,-18.37,-8.63,-18.37,-8.63,8.63,-9.74,-9.74,-9.74
407.76,-18.09,-8.35,-18.09,-8.35,8.35,-9.74,-9.74,-9.74
411.84,-17.77,-8.03,-17.77,-8.03,8.03,-9.74,-9.74,-9.74
415.96,-17.44,-7.71,-17.44,-7.71,7.71,-9.74,-9.74,-9.74
420.12,-17.15,-7.42,-17.15,-7.42,7.42,-9.74,-9.74,-9.74
424.32,-16.90,-7.16,-16.90,-7.16,7.16,-9.74,-9.74,-9.74
428.56,-16.70,-6.96,-16.70,-6.96,6.96,-9.74,-9.74,-9.74
432.85,-16.54,-6.80,-16.54,-6.80,6.80,-9.74,-9.74,-9.74
437.18,-16.42,-6.68,-16.42,-6.68,6.68,-9.74,-9.74,-9.74
441.55,-16.32,-6.58,-16.32,-6.58,6.58,-9.74,-9.74,-9.74
445.96,-16.18,-6.44,-16.18,-6.44,6.44,-9.74,-9.74,-9.74
450.42,-15.94,-6.20,-15.94,-6.20,6.20,-9.74,-9.74,-9.74
454.93,-15.64,-5.91,-15.64,-5.91,5.91,-9.74,-9.74,-9.74
459.48,-15.33,-5.60,-15.33,-5.60,5.60,-9.74,-9.74,-9.74
464.07,-15.06,-5.32,-15.06,-5.32,5.32,-9.74,-9.74,-9.74
468.71,-14.82,-5.08,-14.82,-5.08,5.08,-9.74,-9.74,-9.74
473.40,-14.63,-4.89,-14.63,-4.89,4.89,-9.74,-9.74,-9.74
478.13,-14.48,-4.74,-14.48,-4.74,4.74,-9.74,-9.74,-9.74
482.91,-14.39,-4.65,-14.39,-4.65,4.65,-9.74,-9.74,-9.74
487.74,-14.26,-4.52,-14.26,-4.52,4.52,-9.74,-9.74,-9.74
492.62,-14.06,-4.32,-14.06,-4.32,4.32,-9.74,-9.74,-9.74
